userid,rating,title,tmdbid
480,3.0,Jumanji (1995),8844
482,4.5,Jumanji (1995),8844
483,4.0,Jumanji (1995),8844
484,2.5,Jumanji (1995),8844
489,2.5,Jumanji (1995),8844
497,2.5,Jumanji (1995),8844
501,3.0,Jumanji (1995),8844
512,3.0,Jumanji (1995),8844
517,3.0,Jumanji (1995),8844
523,4.5,Jumanji (1995),8844
525,3.5,Jumanji (1995),8844
527,4.0,Jumanji (1995),8844
534,4.5,Jumanji (1995),8844
559,4.0,Jumanji (1995),8844
561,4.0,Jumanji (1995),8844
563,2.5,Jumanji (1995),8844
566,4.0,Jumanji (1995),8844
570,3.5,Jumanji (1995),8844
573,4.5,Jumanji (1995),8844
586,4.0,Jumanji (1995),8844
590,2.5,Jumanji (1995),8844
592,4.0,Jumanji (1995),8844
594,4.0,Jumanji (1995),8844
599,2.5,Jumanji (1995),8844
600,4.0,Jumanji (1995),8844
602,4.0,Jumanji (1995),8844
604,5.0,Jumanji (1995),8844
605,3.5,Jumanji (1995),8844
608,2.0,Jumanji (1995),8844
1,4.0,Grumpier Old Men (1995),15602
6,5.0,Grumpier Old Men (1995),15602
19,3.0,Grumpier Old Men (1995),15602
32,3.0,Grumpier Old Men (1995),15602
42,4.0,Grumpier Old Men (1995),15602
43,5.0,Grumpier Old Men (1995),15602
44,3.0,Grumpier Old Men (1995),15602
51,4.0,Grumpier Old Men (1995),15602
58,3.0,Grumpier Old Men (1995),15602
64,3.5,Grumpier Old Men (1995),15602
68,2.0,Grumpier Old Men (1995),15602
91,3.0,Grumpier Old Men (1995),15602
100,3.5,Grumpier Old Men (1995),15602
102,5.0,Grumpier Old Men (1995),15602
116,3.5,Grumpier Old Men (1995),15602
117,3.0,Grumpier Old Men (1995),15602
150,3.0,Grumpier Old Men (1995),15602
151,3.0,Grumpier Old Men (1995),15602
169,5.0,Grumpier Old Men (1995),15602
179,4.0,Grumpier Old Men (1995),15602
217,1.0,Grumpier Old Men (1995),15602
226,3.5,Grumpier Old Men (1995),15602
240,4.0,Grumpier Old Men (1995),15602
269,4.0,Grumpier Old Men (1995),15602
270,3.0,Grumpier Old Men (1995),15602
288,4.0,Grumpier Old Men (1995),15602
289,2.5,Grumpier Old Men (1995),15602
294,1.0,Grumpier Old Men (1995),15602
302,3.0,Grumpier Old Men (1995),15602
307,3.5,Grumpier Old Men (1995),15602
308,0.5,Grumpier Old Men (1995),15602
321,3.0,Grumpier Old Men (1995),15602
330,3.0,Grumpier Old Men (1995),15602
337,4.0,Grumpier Old Men (1995),15602
368,3.0,Grumpier Old Men (1995),15602
410,4.0,Grumpier Old Men (1995),15602
414,4.0,Grumpier Old Men (1995),15602
448,3.0,Grumpier Old Men (1995),15602
456,3.0,Grumpier Old Men (1995),15602
470,3.0,Grumpier Old Men (1995),15602
477,3.0,Grumpier Old Men (1995),15602
480,2.5,Grumpier Old Men (1995),15602
492,4.0,Grumpier Old Men (1995),15602
501,5.0,Grumpier Old Men (1995),15602
544,3.0,Grumpier Old Men (1995),15602
552,1.0,Grumpier Old Men (1995),15602
555,5.0,Grumpier Old Men (1995),15602
588,3.0,Grumpier Old Men (1995),15602
590,3.0,Grumpier Old Men (1995),15602
594,4.0,Grumpier Old Men (1995),15602
599,1.5,Grumpier Old Men (1995),15602
608,2.0,Grumpier Old Men (1995),15602
6,3.0,Waiting to Exhale (1995),31357
14,3.0,Waiting to Exhale (1995),31357
84,3.0,Waiting to Exhale (1995),31357
162,3.0,Waiting to Exhale (1995),31357
262,1.0,Waiting to Exhale (1995),31357
411,2.0,Waiting to Exhale (1995),31357
600,1.5,Waiting to Exhale (1995),31357
6,5.0,Father of the Bride Part II (1995),11862
31,3.0,Father of the Bride Part II (1995),11862
43,5.0,Father of the Bride Part II (1995),11862
45,3.0,Father of the Bride Part II (1995),11862
58,4.0,Father of the Bride Part II (1995),11862
66,4.0,Father of the Bride Part II (1995),11862
68,2.0,Father of the Bride Part II (1995),11862
84,3.0,Father of the Bride Part II (1995),11862
103,4.0,Father of the Bride Part II (1995),11862
107,4.0,Father of the Bride Part II (1995),11862
111,3.5,Father of the Bride Part II (1995),11862
117,3.0,Father of the Bride Part II (1995),11862
120,4.0,Father of the Bride Part II (1995),11862
121,3.0,Father of the Bride Part II (1995),11862
147,4.5,Father of the Bride Part II (1995),11862
150,3.0,Father of the Bride Part II (1995),11862
169,5.0,Father of the Bride Part II (1995),11862
170,3.0,Father of the Bride Part II (1995),11862
181,3.0,Father of the Bride Part II (1995),11862
200,4.0,Father of the Bride Part II (1995),11862
229,3.0,Father of the Bride Part II (1995),11862
269,3.0,Father of the Bride Part II (1995),11862
270,3.0,Father of the Bride Part II (1995),11862
276,3.0,Father of the Bride Part II (1995),11862
288,2.0,Father of the Bride Part II (1995),11862
321,3.0,Father of the Bride Part II (1995),11862
337,4.0,Father of the Bride Part II (1995),11862
353,3.0,Father of the Bride Part II (1995),11862
389,4.0,Father of the Bride Part II (1995),11862
402,3.0,Father of the Bride Part II (1995),11862
414,2.0,Father of the Bride Part II (1995),11862
437,2.0,Father of the Bride Part II (1995),11862
448,3.0,Father of the Bride Part II (1995),11862
451,3.0,Father of the Bride Part II (1995),11862
456,3.0,Father of the Bride Part II (1995),11862
458,3.0,Father of the Bride Part II (1995),11862
470,3.0,Father of the Bride Part II (1995),11862
474,1.5,Father of the Bride Part II (1995),11862
483,2.5,Father of the Bride Part II (1995),11862
489,2.0,Father of the Bride Part II (1995),11862
490,0.5,Father of the Bride Part II (1995),11862
492,3.0,Father of the Bride Part II (1995),11862
501,3.0,Father of the Bride Part II (1995),11862
509,1.5,Father of the Bride Part II (1995),11862
521,3.0,Father of the Bride Part II (1995),11862
561,3.0,Father of the Bride Part II (1995),11862
590,2.0,Father of the Bride Part II (1995),11862
600,2.5,Father of the Bride Part II (1995),11862
604,3.0,Father of the Bride Part II (1995),11862
1,4.0,Heat (1995),949
6,4.0,Heat (1995),949
11,5.0,Heat (1995),949
18,4.0,Heat (1995),949
23,4.0,Heat (1995),949
24,4.5,Heat (1995),949
28,3.5,Heat (1995),949
32,3.0,Heat (1995),949
44,3.0,Heat (1995),949
45,4.0,Heat (1995),949
57,3.0,Heat (1995),949
62,4.5,Heat (1995),949
64,4.5,Heat (1995),949
68,4.0,Heat (1995),949
79,4.0,Heat (1995),949
82,3.5,Heat (1995),949
84,4.0,Heat (1995),949
91,5.0,Heat (1995),949
102,3.0,Heat (1995),949
105,4.0,Heat (1995),949
109,3.0,Heat (1995),949
112,4.5,Heat (1995),949
117,3.0,Heat (1995),949
121,5.0,Heat (1995),949
140,5.0,Heat (1995),949
150,4.0,Heat (1995),949
160,2.0,Heat (1995),949
166,3.5,Heat (1995),949
181,3.0,Heat (1995),949
182,4.5,Heat (1995),949
191,4.0,Heat (1995),949
195,4.0,Heat (1995),949
199,4.0,Heat (1995),949
202,5.0,Heat (1995),949
217,2.0,Heat (1995),949
219,3.5,Heat (1995),949
220,3.5,Heat (1995),949
239,5.0,Heat (1995),949
244,5.0,Heat (1995),949
266,4.0,Heat (1995),949
269,5.0,Heat (1995),949
270,3.0,Heat (1995),949
274,4.0,Heat (1995),949
282,4.0,Heat (1995),949
286,4.5,Heat (1995),949
294,3.0,Heat (1995),949
297,5.0,Heat (1995),949
305,3.5,Heat (1995),949
308,1.0,Heat (1995),949
312,4.0,Heat (1995),949
313,3.0,Heat (1995),949
314,3.0,Heat (1995),949
317,5.0,Heat (1995),949
318,4.0,Heat (1995),949
325,4.0,Heat (1995),949
336,4.0,Heat (1995),949
337,5.0,Heat (1995),949
339,4.0,Heat (1995),949
353,4.0,Heat (1995),949
362,4.0,Heat (1995),949
368,4.0,Heat (1995),949
372,5.0,Heat (1995),949
373,5.0,Heat (1995),949
380,5.0,Heat (1995),949
385,3.0,Heat (1995),949
386,3.0,Heat (1995),949
389,5.0,Heat (1995),949
391,4.0,Heat (1995),949
400,5.0,Heat (1995),949
414,3.0,Heat (1995),949
425,4.0,Heat (1995),949
434,4.0,Heat (1995),949
437,5.0,Heat (1995),949
438,5.0,Heat (1995),949
444,4.0,Heat (1995),949
451,4.0,Heat (1995),949
469,3.0,Heat (1995),949
470,3.0,Heat (1995),949
474,3.0,Heat (1995),949
480,4.0,Heat (1995),949
486,5.0,Heat (1995),949
492,3.0,Heat (1995),949
493,4.0,Heat (1995),949
501,3.0,Heat (1995),949
521,4.0,Heat (1995),949
524,4.0,Heat (1995),949
532,5.0,Heat (1995),949
553,5.0,Heat (1995),949
559,5.0,Heat (1995),949
561,4.0,Heat (1995),949
573,4.5,Heat (1995),949
577,4.0,Heat (1995),949
580,4.0,Heat (1995),949
588,5.0,Heat (1995),949
590,3.5,Heat (1995),949
592,3.0,Heat (1995),949
597,3.0,Heat (1995),949
599,4.5,Heat (1995),949
602,3.0,Heat (1995),949
603,4.0,Heat (1995),949
604,3.0,Heat (1995),949
610,5.0,Heat (1995),949
6,4.0,Sabrina (1995),11860
14,3.0,Sabrina (1995),11860
19,2.0,Sabrina (1995),11860
31,4.0,Sabrina (1995),11860
32,4.0,Sabrina (1995),11860
33,1.0,Sabrina (1995),11860
42,3.0,Sabrina (1995),11860
43,5.0,Sabrina (1995),11860
45,3.0,Sabrina (1995),11860
51,4.0,Sabrina (1995),11860
58,5.0,Sabrina (1995),11860
68,2.0,Sabrina (1995),11860
71,3.0,Sabrina (1995),11860
84,3.0,Sabrina (1995),11860
90,4.0,Sabrina (1995),11860
95,3.0,Sabrina (1995),11860
117,4.0,Sabrina (1995),11860
150,3.0,Sabrina (1995),11860
169,4.5,Sabrina (1995),11860
177,1.0,Sabrina (1995),11860
179,3.0,Sabrina (1995),11860
181,3.0,Sabrina (1995),11860
188,4.0,Sabrina (1995),11860
199,3.0,Sabrina (1995),11860
206,4.0,Sabrina (1995),11860
257,1.0,Sabrina (1995),11860
262,3.0,Sabrina (1995),11860
270,3.0,Sabrina (1995),11860
276,4.0,Sabrina (1995),11860
280,4.5,Sabrina (1995),11860
286,3.5,Sabrina (1995),11860
304,4.0,Sabrina (1995),11860
314,4.0,Sabrina (1995),11860
337,3.0,Sabrina (1995),11860
350,3.0,Sabrina (1995),11860
411,3.0,Sabrina (1995),11860
414,3.0,Sabrina (1995),11860
451,3.0,Sabrina (1995),11860
470,3.0,Sabrina (1995),11860
474,3.0,Sabrina (1995),11860
489,4.0,Sabrina (1995),11860
492,3.0,Sabrina (1995),11860
498,4.0,Sabrina (1995),11860
501,4.0,Sabrina (1995),11860
510,1.0,Sabrina (1995),11860
513,3.0,Sabrina (1995),11860
521,3.0,Sabrina (1995),11860
529,2.0,Sabrina (1995),11860
541,4.0,Sabrina (1995),11860
566,4.0,Sabrina (1995),11860
597,1.0,Sabrina (1995),11860
599,2.5,Sabrina (1995),11860
600,3.5,Sabrina (1995),11860
606,2.5,Sabrina (1995),11860
6,3.0,Tom and Huck (1995),45325
20,1.0,Tom and Huck (1995),45325
43,5.0,Tom and Huck (1995),45325
274,3.0,Tom and Huck (1995),45325
372,2.0,Tom and Huck (1995),45325
414,3.0,Tom and Huck (1995),45325
436,3.0,Tom and Huck (1995),45325
501,3.0,Tom and Huck (1995),45325
151,4.0,Sudden Death (1995),9091
179,3.0,Sudden Death (1995),9091
217,3.0,Sudden Death (1995),9091
269,2.0,Sudden Death (1995),9091
270,3.0,Sudden Death (1995),9091
337,5.0,Sudden Death (1995),9091
353,3.0,Sudden Death (1995),9091
364,3.0,Sudden Death (1995),9091
389,3.0,Sudden Death (1995),9091
402,3.0,Sudden Death (1995),9091
428,2.0,Sudden Death (1995),9091
437,3.0,Sudden Death (1995),9091
456,4.0,Sudden Death (1995),9091
464,2.5,Sudden Death (1995),9091
492,5.0,Sudden Death (1995),9091
599,1.5,Sudden Death (1995),9091
6,3.0,GoldenEye (1995),710
8,2.0,GoldenEye (1995),710
11,3.0,GoldenEye (1995),710
19,2.0,GoldenEye (1995),710
21,5.0,GoldenEye (1995),710
26,3.0,GoldenEye (1995),710
31,4.0,GoldenEye (1995),710
34,5.0,GoldenEye (1995),710
42,5.0,GoldenEye (1995),710
43,4.0,GoldenEye (1995),710
46,3.0,GoldenEye (1995),710
56,4.0,GoldenEye (1995),710
57,3.0,GoldenEye (1995),710
59,3.0,GoldenEye (1995),710
63,3.0,GoldenEye (1995),710
68,4.5,GoldenEye (1995),710
81,1.0,GoldenEye (1995),710
82,3.5,GoldenEye (1995),710
84,3.0,GoldenEye (1995),710
91,3.5,GoldenEye (1995),710
93,4.0,GoldenEye (1995),710
94,3.0,GoldenEye (1995),710
99,4.0,GoldenEye (1995),710
104,3.0,GoldenEye (1995),710
117,3.0,GoldenEye (1995),710
119,4.0,GoldenEye (1995),710
136,5.0,GoldenEye (1995),710
144,3.0,GoldenEye (1995),710
160,1.0,GoldenEye (1995),710
166,4.5,GoldenEye (1995),710
170,3.0,GoldenEye (1995),710
173,3.0,GoldenEye (1995),710
174,3.0,GoldenEye (1995),710
176,5.0,GoldenEye (1995),710
178,4.0,GoldenEye (1995),710
181,2.0,GoldenEye (1995),710
182,3.5,GoldenEye (1995),710
186,4.0,GoldenEye (1995),710
192,5.0,GoldenEye (1995),710
195,4.0,GoldenEye (1995),710
200,4.5,GoldenEye (1995),710
202,4.0,GoldenEye (1995),710
208,2.0,GoldenEye (1995),710
217,4.0,GoldenEye (1995),710
219,4.5,GoldenEye (1995),710
220,4.0,GoldenEye (1995),710
226,4.0,GoldenEye (1995),710
229,4.0,GoldenEye (1995),710
232,3.0,GoldenEye (1995),710
235,2.0,GoldenEye (1995),710
240,3.0,GoldenEye (1995),710
243,5.0,GoldenEye (1995),710
244,5.0,GoldenEye (1995),710
248,3.5,GoldenEye (1995),710
262,2.0,GoldenEye (1995),710
274,4.0,GoldenEye (1995),710
282,3.5,GoldenEye (1995),710
284,4.0,GoldenEye (1995),710
288,3.0,GoldenEye (1995),710
292,3.5,GoldenEye (1995),710
294,3.0,GoldenEye (1995),710
301,4.0,GoldenEye (1995),710
304,4.0,GoldenEye (1995),710
307,2.5,GoldenEye (1995),710
313,4.0,GoldenEye (1995),710
314,3.0,GoldenEye (1995),710
322,4.0,GoldenEye (1995),710
331,3.0,GoldenEye (1995),710
334,3.5,GoldenEye (1995),710
340,4.0,GoldenEye (1995),710
347,4.0,GoldenEye (1995),710
349,4.0,GoldenEye (1995),710
353,3.0,GoldenEye (1995),710
354,3.5,GoldenEye (1995),710
361,3.5,GoldenEye (1995),710
368,3.0,GoldenEye (1995),710
372,3.0,GoldenEye (1995),710
376,4.5,GoldenEye (1995),710
380,5.0,GoldenEye (1995),710
385,3.0,GoldenEye (1995),710
386,3.0,GoldenEye (1995),710
387,3.5,GoldenEye (1995),710
391,3.0,GoldenEye (1995),710
395,3.0,GoldenEye (1995),710
408,4.5,GoldenEye (1995),710
411,3.0,GoldenEye (1995),710
414,3.0,GoldenEye (1995),710
419,3.5,GoldenEye (1995),710
425,3.0,GoldenEye (1995),710
434,3.5,GoldenEye (1995),710
438,4.0,GoldenEye (1995),710
441,4.5,GoldenEye (1995),710
446,3.0,GoldenEye (1995),710
447,3.0,GoldenEye (1995),710
448,4.0,GoldenEye (1995),710
452,4.0,GoldenEye (1995),710
453,2.0,GoldenEye (1995),710
458,4.0,GoldenEye (1995),710
462,3.0,GoldenEye (1995),710
469,2.0,GoldenEye (1995),710
470,3.0,GoldenEye (1995),710
476,3.0,GoldenEye (1995),710
480,4.0,GoldenEye (1995),710
483,2.0,GoldenEye (1995),710
485,4.0,GoldenEye (1995),710
486,4.0,GoldenEye (1995),710
489,2.5,GoldenEye (1995),710
498,3.0,GoldenEye (1995),710
501,4.0,GoldenEye (1995),710
517,0.5,GoldenEye (1995),710
520,4.0,GoldenEye (1995),710
522,4.5,GoldenEye (1995),710
524,4.0,GoldenEye (1995),710
531,4.0,GoldenEye (1995),710
534,4.0,GoldenEye (1995),710
541,4.0,GoldenEye (1995),710
557,4.5,GoldenEye (1995),710
559,3.0,GoldenEye (1995),710
566,3.0,GoldenEye (1995),710
569,4.0,GoldenEye (1995),710
570,3.5,GoldenEye (1995),710
573,4.5,GoldenEye (1995),710
580,3.5,GoldenEye (1995),710
584,5.0,GoldenEye (1995),710
588,3.0,GoldenEye (1995),710
590,3.5,GoldenEye (1995),710
592,3.0,GoldenEye (1995),710
597,3.0,GoldenEye (1995),710
599,3.5,GoldenEye (1995),710
602,3.0,GoldenEye (1995),710
608,4.0,GoldenEye (1995),710
609,4.0,GoldenEye (1995),710
6,4.0,"American President, The (1995)",9087
8,4.0,"American President, The (1995)",9087
33,2.0,"American President, The (1995)",9087
35,4.0,"American President, The (1995)",9087
38,5.0,"American President, The (1995)",9087
42,5.0,"American President, The (1995)",9087
43,4.0,"American President, The (1995)",9087
45,3.0,"American President, The (1995)",9087
56,4.0,"American President, The (1995)",9087
57,3.0,"American President, The (1995)",9087
68,4.5,"American President, The (1995)",9087
84,4.0,"American President, The (1995)",9087
89,2.5,"American President, The (1995)",9087
94,3.0,"American President, The (1995)",9087
100,4.0,"American President, The (1995)",9087
107,5.0,"American President, The (1995)",9087
109,4.0,"American President, The (1995)",9087
113,3.0,"American President, The (1995)",9087
117,4.0,"American President, The (1995)",9087
121,4.0,"American President, The (1995)",9087
140,4.0,"American President, The (1995)",9087
156,3.0,"American President, The (1995)",9087
169,4.0,"American President, The (1995)",9087
174,5.0,"American President, The (1995)",9087
177,3.0,"American President, The (1995)",9087
181,5.0,"American President, The (1995)",9087
199,4.0,"American President, The (1995)",9087
201,4.0,"American President, The (1995)",9087
202,4.0,"American President, The (1995)",9087
235,4.0,"American President, The (1995)",9087
